method_id,trajectory_id,path,checkpoints,final_state_accuracy,eligible,update_event_support,event_macro_update_accuracy,retention_after_update,correct_change_precision,correct_change_recall,correct_change_f1,confusion_tn,confusion_fp,confusion_fn,confusion_tp_correct,confusion_tp_wrong_value
fc_openrouter_gpt_oss_120b,traj_001,cashflow.recent_one_off_expense,20,0.5,True,2,0.0,0.0,0.0,0.0,0.0,10,0,10,0,0
fc_openrouter_gpt_oss_120b,traj_001,education.child_education_stage,20,0.8,True,1,0.0,0.0,0.0,0.0,0.0,16,0,4,0,0
fc_openrouter_gpt_oss_120b,traj_001,education.self_education_status,20,0.55,True,1,0.0,0.0,0.0,0.0,0.0,11,0,9,0,0
fc_openrouter_gpt_oss_120b,traj_001,employment.employer,20,0.0,True,6,0.0,0.0,0.0,0.0,0.0,0,0,19,0,1
fc_openrouter_gpt_oss_120b,traj_001,employment.employment_status,20,0.4,True,6,0.3333333333333333,0.2777777777777778,0.6,0.2,0.3,5,0,10,3,2
fc_openrouter_gpt_oss_120b,traj_001,employment.income_stability,20,0.15,True,8,0.25,0.20833333333333331,0.75,0.15,0.24999999999999997,0,0,16,3,1
fc_openrouter_gpt_oss_120b,traj_001,employment.occupation,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_001,employment.salary_account,20,0.2,True,8,0.25,0.25,0.4444444444444444,0.2,0.2758620689655173,0,0,11,4,5
fc_openrouter_gpt_oss_120b,traj_001,employment.salary_day,20,0.05,True,8,0.125,0.125,0.09090909090909091,0.05,0.06451612903225806,0,0,9,1,10
fc_openrouter_gpt_oss_120b,traj_001,financial_products.checking_accounts,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_001,financial_products.loans,20,0.3,True,1,0.0,0.0,0.0,0.0,0.0,6,0,14,0,0
fc_openrouter_gpt_oss_120b,traj_001,financial_products.pension_or_irp,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_001,financial_products.savings_accounts,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_001,goals.child_education_goal,20,0.2,True,4,0.0,0.0,0.0,0.0,0.0,4,0,16,0,0
fc_openrouter_gpt_oss_120b,traj_001,goals.emergency_fund,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_001,goals.housing_deposit_goal,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_001,goals.retirement_goal,20,0.95,False,0,,,0.0,,,19,1,0,0,0
fc_openrouter_gpt_oss_120b,traj_001,household.child_support_arrangement,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_001,household.children,20,0.2,True,7,0.0,0.0,0.0,0.0,0.0,4,0,16,0,0
fc_openrouter_gpt_oss_120b,traj_001,household.dependents,20,0.2,True,6,0.0,0.0,0.0,0.0,0.0,4,0,16,0,0
fc_openrouter_gpt_oss_120b,traj_001,household.marital_status,20,0.15,True,1,0.0,0.0,0.0,0.0,0.0,3,0,17,0,0
fc_openrouter_gpt_oss_120b,traj_001,household.spouse_or_partner,20,0.15,True,1,0.0,0.0,0.0,0.0,0.0,3,0,17,0,0
fc_openrouter_gpt_oss_120b,traj_001,housing.address,20,0.3,True,1,0.0,0.0,0.0,0.0,0.0,6,0,14,0,0
fc_openrouter_gpt_oss_120b,traj_001,housing.contract_type,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_001,housing.maintenance_fee_payee,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_001,housing.mortgage_status,20,0.3,True,1,0.0,0.0,0.0,0.0,0.0,6,0,14,0,0
fc_openrouter_gpt_oss_120b,traj_001,housing.primary_residence_property_id,20,0.3,True,1,0.0,0.0,0.0,0.0,0.0,6,0,14,0,0
fc_openrouter_gpt_oss_120b,traj_001,housing.properties,20,0.3,True,1,0.0,0.0,0.0,0.0,0.0,6,0,14,0,0
fc_openrouter_gpt_oss_120b,traj_001,housing.rent_amount,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_001,housing.rent_payee,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_001,housing.residence_status,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_001,profile.age,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_001,profile.locale,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_001,profile.region,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_002,cashflow.recent_one_off_expense,20,0.35,True,3,0.0,0.0,0.0,0.0,0.0,7,0,13,0,0
fc_openrouter_gpt_oss_120b,traj_002,education.child_education_stage,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_002,education.self_education_status,20,0.05,True,1,0.0,0.0,0.0,0.0,0.0,1,0,19,0,0
fc_openrouter_gpt_oss_120b,traj_002,employment.employer,20,0.1,True,7,0.0,0.0,0.0,0.0,0.0,2,0,13,0,5
fc_openrouter_gpt_oss_120b,traj_002,employment.employment_status,20,0.45,True,4,0.0,0.1,0.6666666666666666,0.16666666666666666,0.26666666666666666,7,1,10,2,0
fc_openrouter_gpt_oss_120b,traj_002,employment.income_stability,20,0.4,True,4,0.0,0.05,0.5,0.08333333333333333,0.14285714285714285,7,1,11,1,0
fc_openrouter_gpt_oss_120b,traj_002,employment.occupation,20,0.85,False,0,,,0.0,,,17,3,0,0,0
fc_openrouter_gpt_oss_120b,traj_002,employment.salary_account,20,0.35,True,3,0.0,0.0,0.0,0.0,0.0,7,1,11,0,1
fc_openrouter_gpt_oss_120b,traj_002,employment.salary_day,20,0.15,True,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.058823529411764705,0.08695652173913045,2,1,12,1,4
fc_openrouter_gpt_oss_120b,traj_002,financial_products.checking_accounts,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_002,financial_products.loans,20,0.5,True,1,0.0,0.0,0.0,0.0,0.0,10,0,10,0,0
fc_openrouter_gpt_oss_120b,traj_002,financial_products.pension_or_irp,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_002,financial_products.savings_accounts,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_002,goals.child_education_goal,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_002,goals.emergency_fund,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_002,goals.housing_deposit_goal,20,0.95,False,0,,,0.0,,,19,1,0,0,0
fc_openrouter_gpt_oss_120b,traj_002,goals.retirement_goal,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_002,household.child_support_arrangement,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_002,household.children,20,1.0,False,0,,,0.0,,,20,0,0,0,0
fc_openrouter_gpt_oss_120b,traj_002,household.dependents,20,0.95,True,1,0.0,0.0,0.0,0.0,0.0,19,0,1,0,0
fc_openrouter_gpt_oss_120b,traj_002,household.marital_status,20,0.85,True,1,0.0,0.0,0.0,0.0,0.0,17,0,3,0,0
fc_openrouter_gpt_oss_120b,traj_002,household.spouse_or_partner,20,0.85,True,1,0.0,0.0,0.0,0.0,0.0,17,0,3,0,0
fc_openrouter_gpt_oss_120b,traj_002,housing.address,20,0.4,True,4,0.5,0.5,0.3888888888888889,0.6363636363636364,0.4827586206896552,1,8,1,7,3
fc_openrouter_gpt_oss_120b,traj_002,housing.contract_type,20,0.5,True,3,0.3333333333333333,0.08333333333333333,0.25,0.1111111111111111,0.15384615384615383,9,2,7,1,1
fc_openrouter_gpt_oss_120b,traj_002,housing.maintenance_fee_payee,20,1.0,False,0,,,0.0,,,20,0,0,0,0
