method_id,trajectory_id,checkpoint,first_attempt_parse_error,first_attempt_schema_failure,final_parse_error,final_schema_failure,retry_count
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,15,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,30,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,45,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,60,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,75,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,90,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,105,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,120,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,135,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,150,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,165,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,180,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,195,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,210,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,225,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,240,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,255,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,270,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,285,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,300,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,15,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,30,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,45,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,60,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,75,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,90,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,105,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,120,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,135,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,150,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,165,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,180,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,195,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,210,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,225,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,240,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,255,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,270,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,285,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,300,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,15,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,30,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,45,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,60,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,75,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,90,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,105,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,120,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,135,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,150,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,165,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,180,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,195,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,210,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,225,False,True,False,True,1
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,240,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,255,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,270,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,285,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,300,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,15,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,30,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,45,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,60,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,75,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,90,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,105,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,120,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,135,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,150,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,165,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,180,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,195,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,210,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,225,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,240,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,255,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,270,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,285,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,300,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,15,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,30,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,45,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,60,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,75,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,90,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,105,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,120,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,135,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,150,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,165,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,180,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,195,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,210,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,225,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,240,False,False,False,False,0
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,255,False,False,False,False,0
